x,y
34.75794197506958,20.625903845367
22.00864711221805,24.286781488761363
31.123260492847134,25.52163732901002
32.36585059790163,24.657063393477234
24.90853997817863,21.396012452697878
25.47604460473694,25.54926697470795
20.61032520325246,26.3446583888637
14.653852690485731,26.428598395155692
16.840189046776665,24.94000704915003
24.952796898017837,23.673059349947057
24.391929348900593,26.26695076569014
26.3987102086369,20.122778978498538
21.944888400399094,28.030698909377694
19.915535646012295,32.12042762913626
47.12490596399378,68.35238174794027
56.888843471953656,65.49914840167037
55.26255713250492,57.21702615017005
57.600875763160346,68.59980415142871
59.844065210531234,54.946958437837374
43.8643097720404,60.82117931668379
53.684578760809835,57.16995131515105
50.86028196990868,58.277611694302074
60.06661498061624,56.97784529447716
58.03411658056567,56.409434404559136
61.46212216647112,52.929637550262214
58.024041351921866,66.39913538527423
57.74022692229973,55.474744591577355
59.14321355048938,63.15191613108839
55.554182363086795,65.57945712074354
50.947068516672786,56.091534503604905
55.284030827500416,63.27410250083902
50.20450539544268,57.55791720039
56.92065062799211,65.09826709940717
60.33572145736583,62.47725635086133
65.11114877416546,60.33696728158661
55.56609208005086,60.622588034884885
56.95682427890774,59.483364170897154
50.071314354254156,53.61190974186798
45.72369897085898,63.69422263324721
45.967221704962135,55.46737663977409
59.82006751759646,63.935925886969486
57.46512691698117,64.04450976839263
50.181085885194086,57.17443537087663
53.40958985979844,53.830632860929995
56.237708820436495,54.951007075979206
61.188931962389006,55.39721817481271
51.648769472067976,61.50178242633216
56.775242455257754,66.34600370503152
57.73695547858013,59.28464066244985
55.91020305752729,59.439908627019726
54.58660735554402,63.44029679802044
60.31858514775804,64.57357035506611
57.56209989475633,58.884661235044575
54.589210108969574,54.28870276760078
44.460419223378565,56.28459830800213
47.798516731304744,67.4328294076073
53.13925648542435,60.62109307411146
62.06714694424461,50.8492780636126
55.488886248108884,58.0778051975781
54.125955979749854,53.71753485009623
56.48450303088599,56.36503054610404
59.337211168955776,59.14278945668839
50.45064979864435,58.98708140228765
57.48545075589805,49.58551526217807
59.45573352357581,46.38018506532626
52.514668866342355,57.359114751285446
55.34661217796434,59.508900893028134
57.24179089277714,64.8906418278103
53.14038294513613,64.97344143327945
60.36116628172558,62.794454731689314
62.46569391174674,59.13398470798878
55.023413117753236,66.81776339186074
61.10591532743855,55.873324076118415
52.25686970232855,55.94613995086159
62.62696880661298,55.589856147005854
51.66949509745893,53.19426786274793
55.5301708893967,59.35631332274608
44.34513832690824,57.83669241806356
45.77963583774469,60.02527345518694
58.93639713814122,54.31885937887398
50.939088121081596,53.37653129133437
57.554483627524895,54.87748339905332
55.89797443067715,62.91212871759877
50.59078094150293,57.27137393129446
50.9994926658492,57.78446481894178
50.646527625247614,56.26505746095442
59.49336864626794,56.50136003798345
55.169402777948825,60.10904331117637
56.21266154677897,62.48517655203635
58.61945820456372,60.246035147343626
57.85076806280777,69.55031653897719
55.010943741175566,60.59105570777566
48.09234290730341,65.77548160225552
58.704068451333676,45.947340580887385
68.95636131219484,54.395251557585624
51.20622044882037,65.12634198692574
53.94885293331611,62.945512684315524
49.58431485551618,61.607249748313635
61.51032879426418,64.56838087237648
54.369556800097016,60.9456284332144
45.279514992658065,60.28149409218904
53.18087277272602,63.34697529938108
53.875771484613345,66.71341008607716
64.79222508731888,56.025701052800166
50.10159825076088,66.51479648626417
49.90397729854007,63.516491394461084
54.06143504873138,55.19592678800064
64.7513447607354,57.14223467443202
55.04109004671929,66.58413966705818
51.791949447461896,60.141304909806095
52.67308388495291,53.33328330056705
67.99790094100275,59.20072017496934
54.32309104230513,62.31212216919055
52.3379773346708,60.82567579398592
52.24263779751962,24.850675853938057
57.63002248262299,19.635941895841498
59.5859520837614,9.969342255236677
55.536209666467755,13.982590193180553
52.35137744347359,13.88273130125929
66.75949116591765,16.79857323252774
54.8701056742866,21.11160853557363
51.478518330997126,20.40187616666736
61.29806397306385,11.6020229922993
58.1945367772961,11.45652050179947
54.00739046249422,12.011586887957446
54.14522679156237,11.066066129552985
63.137813816049636,19.190190711084703
54.84854045172789,13.458709347257184
60.87696300118902,18.51116184632117
59.628477924329424,21.395753244956225
47.63454858652919,18.64094373692261
59.303954992328634,15.930645301732948
66.26253619489653,7.36836701769091
49.04877388290914,16.76430524977658
50.88572602285657,21.79007719151528
50.385702970041464,10.307741989425264
55.30637137420328,12.545775601371929
59.69713239562889,12.802881198194601
58.50222019342226,21.68591934465724
56.41860775705743,20.41629367333418
59.34039088806386,17.6790272742447
55.86342322189637,3.963563338966008
56.21700286645426,12.79986029126277
51.93954559727671,12.137962743832098
55.9206380377102,26.562752606008807
53.63712352306877,17.318007884243656
56.75644200979704,22.94517855869541
56.92064980611708,20.8778741073546
54.43555598427039,13.925130016325149
48.847791751405104,8.727144037961786
64.28684885163108,18.63735814104276
60.147635631156184,10.821388101920174
50.87612840232422,10.634821118366002
55.75068288521883,11.453530410031156
53.6462028895969,9.02294846575921
46.63512256336887,7.074562073333762
60.389618294832985,10.676534897205958
53.77348736942031,8.402300153606195
53.85918721324905,10.507408511941314
62.61184743251263,21.430266430323805
53.69299156340085,15.891024273225252
43.49024790354983,8.818436398305987
62.73719494253517,17.524655393267544
53.63298800888461,12.311834613732989
55.957940160179966,13.562204186266142
59.60594055541595,13.315404786121377
54.308092058227174,22.312537405716835
59.1837988456544,7.766791648685819
52.74787047141096,10.68366242336949
50.901924579327584,15.486768026602466
55.353011482934406,15.490883808934555
61.6369341984971,16.647883715059812
53.51222090346578,17.162842043680605
53.33778717523144,17.428232283374236
55.444237322521296,11.206564409601905
57.244293770502054,19.04359538376827
63.48495252774281,17.840717592783967
48.145593498043844,15.997998606980387
50.40499314725105,9.921683204283529
53.099485394181485,13.385853305446089
50.95902975179444,18.201358711435763
53.65200015248287,17.752689052147424
52.75165734391476,14.735440387978091
53.84503960401662,11.320260434158255
54.249544438454436,19.471212098029916
56.294215736752406,23.451188347548516
47.959546607243844,12.772057548428219
61.42735855590519,20.401581750857908
56.46677862753889,17.359947576255774
48.48431358044874,11.890605786672541
61.353659911635724,21.322347010174653
47.89731298410453,16.91264657937378
50.43920885407223,13.531516310696368
54.202639841234536,21.16386844017633
53.97586206186539,13.745080294354336
59.94580834008018,13.83788796265121
58.08769945797275,14.410758964015605
57.81102801714616,15.130576141558121
63.55492254139192,18.780836770601837
61.867097061056675,17.197212913501122
50.08643020695201,23.701419557364858
54.40958097234556,10.672530876268661
55.423931725097034,8.495147606107306
60.870595380505605,12.298567191258737
53.544701117128476,27.551499470846323
45.843000795950545,19.613818057033996
53.591176752581795,15.044264410174362
55.56912576614287,16.265589108860155
50.81914838090721,17.666619757995818
50.207267880401254,15.767959111207444
53.005052841829134,16.224352205981326
57.6237829044463,19.3856940822042
56.60063839090217,10.421430395411171
50.81244517438916,18.157955316645868
